Wavelength nm.	promissao_Amostra_09a_vs_Buffer	promissao_Amostra_09b_vs_Buffer	promissao_Amostra_14a_vs_Buffer	promissao_Amostra_14b_vs_Buffer	promissao_Amostra_16a_vs_Buffer	promissao_Amostra_16b_vs_Buffer	promissao_Amostra_17a_vs_Buffer	promissao_Amostra_17b_vs_Buffer	promissao_Amostra_18a_vs_Buffer	promissao_Amostra_18b_vs_Buffer	promissao_Amostra_19a_vs_Buffer	promissao_Amostra_19b_vs_Buffer	promissao_Amostra_21a_vs_Buffer	promissao_Amostra_21b_vs_Buffer	promissao_Ar_vs_Ar_1	promissao_Ar_vs_Ar_2	promissao_Ar_vs_Ar_3	promissao_Ar_vs_Ar_4	promissao_Ar_vs_Buffer_1	promissao_Ar_vs_Buffer_2	promissao_Ar_vs_Buffer_2_2	promissao_Ar_vs_Buffer_3	promissao_Ar_vs_Buffer_3_filtro	promissao_Ar_vs_Buffer_4	promissao_Ar_vs_Buffer_4_filtro	promissao_Ar_vs_Buffer_5	promissao_Ar_vs_Buffer_6	promissao_Ar_vs_Buffer_7	promissao_Ar_vs_Buffer_8
748,00	0,048389	0,048642	0,049657	0,050952	0,051509	0,055402	0,048564	0,051401	0,054756	0,055852	0,053292	0,051002	0,054174	0,049632	0,000035	-0,000027	0,000048	-0,000062	0,044660	0,044380	0,044551	0,044598	0,045383	0,045075	0,044494	0,044484	0,044592	0,044524	0,044186
749,00	0,048389	0,048652	0,049670	0,050944	0,051498	0,055394	0,048568	0,051424	0,054732	0,055822	0,053271	0,050985	0,054162	0,049610	0,000054	-0,000005	0,000027	-0,000045	0,044691	0,044402	0,044597	0,044598	0,045427	0,045099	0,044533	0,044472	0,044603	0,044535	0,044217
750,00	0,048378	0,048650	0,049679	0,050941	0,051469	0,055377	0,048559	0,051424	0,054719	0,055793	0,053256	0,050963	0,054160	0,049613	0,000071	-0,000001	0,000031	-0,000015	0,044703	0,044428	0,044647	0,044625	0,045459	0,045141	0,044566	0,044484	0,044625	0,044568	0,044237
751,00	0,048351	0,048638	0,049656	0,050941	0,051445	0,055348	0,048565	0,051437	0,054699	0,055769	0,053241	0,050935	0,054185	0,049630	0,000056	-0,000003	0,000020	-0,000000	0,044725	0,044420	0,044665	0,044663	0,045478	0,045160	0,044579	0,044486	0,044668	0,044608	0,044320
752,00	0,048333	0,048634	0,049648	0,050932	0,051434	0,055331	0,048584	0,051458	0,054698	0,055748	0,053260	0,050935	0,054158	0,049628	0,000040	0,000019	0,000030	-0,000007	0,044746	0,044429	0,044697	0,044719	0,045488	0,045167	0,044600	0,044517	0,044716	0,044613	0,044322
753,00	0,048316	0,048640	0,049631	0,050916	0,051416	0,055299	0,048589	0,051501	0,054660	0,055698	0,053253	0,050915	0,054137	0,049615	0,000001	0,000039	0,000014	-0,000025	0,044767	0,044404	0,044693	0,044733	0,045496	0,045160	0,044603	0,044527	0,044710	0,044597	0,044340
754,00	0,048335	0,048662	0,049661	0,050919	0,051393	0,055249	0,048600	0,051513	0,054624	0,055670	0,053245	0,050880	0,054132	0,049601	0,000011	0,000050	-0,000004	-0,000009	0,044789	0,044437	0,044716	0,044737	0,045513	0,045174	0,044623	0,044531	0,044698	0,044604	0,044341
755,00	0,048327	0,048668	0,049638	0,050902	0,051370	0,055199	0,048587	0,051527	0,054586	0,055620	0,053194	0,050837	0,054138	0,049595	0,000012	0,000046	-0,000024	0,000010	0,044777	0,044428	0,044712	0,044731	0,045507	0,045193	0,044626	0,044531	0,044697	0,044619	0,044355
756,00	0,048326	0,048665	0,049628	0,050883	0,051336	0,055124	0,048581	0,051512	0,054548	0,055596	0,053178	0,050794	0,054113	0,049572	0,000035	0,000038	-0,000039	0,000017	0,044781	0,044440	0,044732	0,044724	0,045524	0,045190	0,044630	0,044529	0,044709	0,044653	0,044371
757,00	0,048331	0,048662	0,049616	0,050868	0,051282	0,055076	0,048543	0,051487	0,054489	0,055548	0,053143	0,050764	0,054047	0,049538	0,000044	0,000025	-0,000045	-0,000011	0,044787	0,044444	0,044720	0,044715	0,045526	0,045171	0,044650	0,044541	0,044702	0,044653	0,044359
758,00	0,048320	0,048661	0,049615	0,050867	0,051261	0,055025	0,048540	0,051454	0,054429	0,055502	0,053118	0,050734	0,053973	0,049501	0,000050	0,000016	-0,000038	-0,000042	0,044823	0,044463	0,044735	0,044707	0,045539	0,045162	0,044674	0,044565	0,044691	0,044658	0,044369
759,00	0,048306	0,048648	0,049618	0,050855	0,051242	0,055019	0,048522	0,051432	0,054397	0,055455	0,053090	0,050714	0,053911	0,049460	0,000047	0,000003	-0,000026	-0,000051	0,044834	0,044498	0,044746	0,044712	0,045532	0,045158	0,044701	0,044592	0,044696	0,044653	0,044354
760,00	0,048267	0,048618	0,049594	0,050832	0,051257	0,055002	0,048532	0,051426	0,054362	0,055403	0,053078	0,050667	0,053849	0,049440	0,000028	0,000030	-0,000014	-0,000051	0,044810	0,044506	0,044763	0,044724	0,045525	0,045166	0,044690	0,044587	0,044688	0,044655	0,044349
761,00	0,048264	0,048586	0,049556	0,050804	0,051214	0,054963	0,048509	0,051402	0,054316	0,055351	0,053045	0,050607	0,053796	0,049402	0,000038	0,000018	-0,000010	-0,000054	0,044782	0,044500	0,044759	0,044717	0,045514	0,045171	0,044685	0,044546	0,044664	0,044617	0,044314
762,00	0,048255	0,048567	0,049552	0,050789	0,051184	0,054918	0,048495	0,051370	0,054249	0,055317	0,053028	0,050572	0,053766	0,049372	0,000053	0,000029	0,000017	-0,000057	0,044795	0,044481	0,044750	0,044732	0,045511	0,045202	0,044677	0,044522	0,044655	0,044592	0,044298
763,00	0,048267	0,048556	0,049557	0,050770	0,051152	0,054892	0,048481	0,051354	0,054206	0,055278	0,052992	0,050554	0,053745	0,049326	0,000071	0,000031	0,000035	-0,000034	0,044825	0,044481	0,044713	0,044757	0,045495	0,045211	0,044696	0,044505	0,044632	0,044568	0,044277
764,00	0,048240	0,048537	0,049565	0,050761	0,051124	0,054845	0,048447	0,051328	0,054151	0,055240	0,052970	0,050553	0,053715	0,049308	0,000075	0,000059	0,000040	-0,000007	0,044834	0,044497	0,044690	0,044770	0,045491	0,045199	0,044716	0,044493	0,044626	0,044575	0,044277
765,00	0,048209	0,048523	0,049512	0,050706	0,051070	0,054780	0,048394	0,051286	0,054119	0,055181	0,052909	0,050530	0,053692	0,049303	0,000070	0,000069	0,000015	0,000020	0,044807	0,044475	0,044657	0,044719	0,045464	0,045155	0,044700	0,044486	0,044588	0,044562	0,044293
766,00	0,048158	0,048485	0,049447	0,050660	0,051005	0,054715	0,048339	0,051231	0,054079	0,055124	0,052853	0,050504	0,053671	0,049271	0,000074	0,000084	0,000018	0,000019	0,044777	0,044459	0,044636	0,044660	0,045439	0,045115	0,044655	0,044462	0,044579	0,044529	0,044289
767,00	0,048106	0,048434	0,049386	0,050603	0,050942	0,054650	0,048304	0,051183	0,054043	0,055060	0,052793	0,050455	0,053660	0,049210	0,000055	0,000093	0,000018	0,000016	0,044742	0,044415	0,044610	0,044603	0,045378	0,045070	0,044607	0,044423	0,044542	0,044498	0,044294
768,00	0,048058	0,048377	0,049327	0,050570	0,050892	0,054586	0,048263	0,051127	0,053989	0,055002	0,052736	0,050405	0,053612	0,049155	0,000039	0,000098	0,000032	0,000011	0,044720	0,044400	0,044619	0,044591	0,045343	0,045049	0,044576	0,044385	0,044525	0,044451	0,044263
769,00	0,047995	0,048323	0,049260	0,050514	0,050820	0,054534	0,048209	0,051044	0,053909	0,054924	0,052645	0,050328	0,053550	0,049109	0,000029	0,000089	-0,000003	0,000024	0,044673	0,044344	0,044593	0,044566	0,045304	0,045015	0,044534	0,044316	0,044481	0,044418	0,044238
770,00	0,047956	0,048269	0,049231	0,050467	0,050759	0,054465	0,048148	0,050964	0,053847	0,054882	0,052579	0,050280	0,053481	0,049073	0,000054	0,000061	-0,000009	0,000041	0,044657	0,044308	0,044567	0,044533	0,045288	0,044998	0,044501	0,044274	0,044461	0,044365	0,044190
771,00	0,047857	0,048166	0,049162	0,050367	0,050684	0,054401	0,048078	0,050896	0,053785	0,054837	0,052508	0,050226	0,053397	0,049016	0,000049	0,000031	-0,000027	0,000040	0,044592	0,044227	0,044469	0,044481	0,045212	0,044967	0,044431	0,044198	0,044429	0,044299	0,044136
772,00	0,047764	0,048079	0,049087	0,050266	0,050614	0,054314	0,048010	0,050850	0,053740	0,054806	0,052468	0,050195	0,053313	0,048956	0,000028	0,000033	0,000007	0,000008	0,044524	0,044162	0,044402	0,044426	0,045125	0,044942	0,044351	0,044171	0,044408	0,044261	0,044090
773,00	0,047632	0,047965	0,048939	0,050122	0,050521	0,054254	0,047917	0,050797	0,053667	0,054717	0,052394	0,050136	0,053239	0,048878	-0,000026	0,000062	-0,000004	-0,000006	0,044408	0,044058	0,044302	0,044367	0,045002	0,044885	0,044238	0,044122	0,044376	0,044223	0,044056
774,00	0,047555	0,047893	0,048859	0,050041	0,050435	0,054160	0,047836	0,050742	0,053586	0,054621	0,052323	0,050067	0,053172	0,048794	-0,000042	0,000086	-0,000006	-0,000014	0,044329	0,044018	0,044240	0,044310	0,044934	0,044824	0,044187	0,044081	0,044332	0,044196	0,044008
775,00	0,047478	0,047785	0,048751	0,049944	0,050336	0,054039	0,047753	0,050659	0,053503	0,054516	0,052230	0,049973	0,053099	0,048706	-0,000047	0,000056	-0,000032	-0,000017	0,044250	0,043966	0,044165	0,044234	0,044849	0,044748	0,044138	0,044020	0,044282	0,044115	0,043945
776,00	0,047404	0,047708	0,048682	0,049881	0,050257	0,053935	0,047697	0,050588	0,053420	0,054443	0,052148	0,049890	0,053005	0,048630	-0,000043	0,000042	-0,000017	-0,000033	0,044194	0,043911	0,044105	0,044189	0,044781	0,044689	0,044071	0,043965	0,044204	0,044041	0,043861
777,00	0,047321	0,047624	0,048584	0,049804	0,050167	0,053830	0,047628	0,050501	0,053331	0,054349	0,052055	0,049797	0,052918	0,048532	-0,000042	0,000037	-0,000014	-0,000055	0,044128	0,043833	0,044032	0,044125	0,044708	0,044615	0,043995	0,043895	0,044120	0,043972	0,043774
778,00	0,047257	0,047561	0,048517	0,049751	0,050080	0,053740	0,047561	0,050448	0,053233	0,054261	0,051974	0,049714	0,052830	0,048445	-0,000041	0,000067	-0,000004	-0,000055	0,044075	0,043768	0,043981	0,044079	0,044651	0,044552	0,043932	0,043851	0,044052	0,043897	0,043688
779,00	0,047173	0,047482	0,048424	0,049647	0,049991	0,053624	0,047476	0,050390	0,053116	0,054140	0,051857	0,049584	0,052749	0,048336	-0,000039	0,000071	-0,000031	-0,000062	0,044005	0,043703	0,043906	0,043992	0,044575	0,044478	0,043867	0,043762	0,043964	0,043813	0,043609
780,00	0,047104	0,047387	0,048329	0,049534	0,049899	0,053509	0,047395	0,050314	0,052996	0,054026	0,051735	0,049485	0,052675	0,048244	-0,000045	0,000080	-0,000054	-0,000037	0,043924	0,043627	0,043824	0,043912	0,044477	0,044406	0,043787	0,043687	0,043875	0,043736	0,043546
781,00	0,047021	0,047281	0,048237	0,049415	0,049808	0,053369	0,047283	0,050202	0,052881	0,053900	0,051613	0,049369	0,052571	0,048126	-0,000052	0,000071	-0,000066	-0,000031	0,043850	0,043553	0,043737	0,043813	0,044382	0,044314	0,043717	0,043586	0,043775	0,043675	0,043471
782,00	0,046936	0,047191	0,048149	0,049315	0,049702	0,053222	0,047172	0,050076	0,052759	0,053769	0,051514	0,049266	0,052456	0,048012	-0,000052	0,000065	-0,000051	-0,000014	0,043777	0,043466	0,043653	0,043721	0,044300	0,044205	0,043645	0,043504	0,043676	0,043592	0,043383
783,00	0,046843	0,047105	0,048060	0,049240	0,049588	0,053079	0,047043	0,049962	0,052630	0,053639	0,051422	0,049146	0,052316	0,047904	-0,000035	0,000051	-0,000022	-0,000018	0,043709	0,043393	0,043574	0,043623	0,044229	0,044093	0,043581	0,043405	0,043588	0,043482	0,043281
784,00	0,046705	0,047005	0,047932	0,049137	0,049472	0,052960	0,046955	0,049851	0,052490	0,053505	0,051339	0,049028	0,052201	0,047796	-0,000042	0,000054	-0,000007	0,000001	0,043604	0,043285	0,043474	0,043547	0,044127	0,044002	0,043488	0,043311	0,043493	0,043366	0,043189
785,00	0,046570	0,046900	0,047804	0,049068	0,049368	0,052825	0,046856	0,049734	0,052364	0,053389	0,051252	0,048928	0,052074	0,047692	-0,000047	0,000044	0,000001	-0,000006	0,043511	0,043209	0,043381	0,043468	0,044024	0,043890	0,043406	0,043239	0,043403	0,043252	0,043091
786,00	0,046421	0,046791	0,047694	0,048935	0,049252	0,052708	0,046769	0,049614	0,052235	0,053257	0,051137	0,048799	0,051979	0,047596	-0,000076	0,000033	-0,000001	0,000011	0,043415	0,043112	0,043281	0,043396	0,043892	0,043778	0,043295	0,043162	0,043289	0,043174	0,043019
787,00	0,046297	0,046674	0,047592	0,048816	0,049119	0,052578	0,046650	0,049476	0,052114	0,053127	0,051009	0,048676	0,051889	0,047499	-0,000099	0,000017	-0,000000	0,000012	0,043317	0,043022	0,043172	0,043289	0,043788	0,043648	0,043192	0,043049	0,043192	0,043080	0,042924
788,00	0,046168	0,046533	0,047487	0,048661	0,048979	0,052455	0,046533	0,049361	0,052021	0,053018	0,050912	0,048570	0,051802	0,047387	-0,000137	0,000009	0,000031	0,000028	0,043198	0,042911	0,043051	0,043180	0,043671	0,043530	0,043089	0,042964	0,043136	0,042990	0,042837
789,00	0,046034	0,046394	0,047333	0,048529	0,048860	0,052328	0,046425	0,049275	0,051912	0,052886	0,050805	0,048447	0,051688	0,047253	-0,000162	-0,000000	0,000044	0,000017	0,043074	0,042776	0,042921	0,043075	0,043552	0,043441	0,042978	0,042851	0,043081	0,042854	0,042719
790,00	0,045929	0,046308	0,047199	0,048412	0,048747	0,052207	0,046327	0,049173	0,051785	0,052762	0,050679	0,048303	0,051581	0,047121	-0,000143	-0,000001	0,000047	0,000009	0,042977	0,042670	0,042820	0,042984	0,043435	0,043369	0,042874	0,042751	0,042994	0,042749	0,042622
791,00	0,045826	0,046216	0,047072	0,048291	0,048618	0,052089	0,046228	0,049038	0,051612	0,052581	0,050500	0,048110	0,051458	0,047006	-0,000111	0,000005	-0,000017	-0,000009	0,042895	0,042566	0,042715	0,042893	0,043319	0,043321	0,042777	0,042589	0,042855	0,042641	0,042504
792,00	0,045728	0,046122	0,046971	0,048200	0,048484	0,051966	0,046109	0,048871	0,051464	0,052427	0,050354	0,047968	0,051353	0,046881	-0,000074	0,000013	-0,000043	-0,000021	0,042803	0,042482	0,042637	0,042781	0,043214	0,043207	0,042681	0,042463	0,042717	0,042545	0,042393
793,00	0,045622	0,046001	0,046872	0,048106	0,048365	0,051831	0,045963	0,048736	0,051330	0,052297	0,050229	0,047858	0,051218	0,046772	-0,000063	0,000003	-0,000040	-0,000014	0,042727	0,042394	0,042566	0,042680	0,043144	0,043093	0,042594	0,042365	0,042598	0,042443	0,042261
794,00	0,045530	0,045914	0,046752	0,048010	0,048247	0,051693	0,045852	0,048623	0,051219	0,052190	0,050132	0,047776	0,051113	0,046644	-0,000070	-0,000009	-0,000007	-0,000011	0,042642	0,042297	0,042485	0,042586	0,043071	0,042973	0,042514	0,042279	0,042499	0,042353	0,042164
795,00	0,045432	0,045806	0,046633	0,047887	0,048130	0,051547	0,045750	0,048537	0,051110	0,052111	0,050035	0,047680	0,050995	0,046518	-0,000095	-0,000016	-0,000009	-0,000022	0,042559	0,042187	0,042369	0,042479	0,042988	0,042877	0,042434	0,042173	0,042422	0,042262	0,042060
796,00	0,045329	0,045708	0,046515	0,047754	0,048021	0,051432	0,045673	0,048453	0,051023	0,052012	0,049926	0,047592	0,050870	0,046391	-0,000113	-0,000001	-0,000025	-0,000057	0,042448	0,042073	0,042239	0,042378	0,042861	0,042801	0,042339	0,042064	0,042349	0,042143	0,041973
797,00	0,045245	0,045612	0,046437	0,047653	0,047923	0,051336	0,045558	0,048342	0,050922	0,051933	0,049820	0,047503	0,050744	0,046294	-0,000099	0,000024	-0,000014	-0,000066	0,042334	0,042001	0,042146	0,042284	0,042743	0,042714	0,042226	0,041969	0,042275	0,042051	0,041882
798,00	0,045185	0,045538	0,046375	0,047563	0,047823	0,051241	0,045426	0,048216	0,050821	0,051839	0,049730	0,047425	0,050622	0,046232	-0,000075	0,000029	0,000005	-0,000067	0,042244	0,041962	0,042102	0,042204	0,042665	0,042632	0,042144	0,041908	0,042205	0,041956	0,041802
799,00	0,045113	0,045467	0,046312	0,047425	0,047710	0,051141	0,045316	0,048100	0,050705	0,051742	0,049635	0,047328	0,050539	0,046156	-0,000062	0,000022	-0,000007	-0,000047	0,042169	0,041917	0,042038	0,042132	0,042596	0,042538	0,042065	0,041842	0,042096	0,041907	0,041738
800,00	0,045055	0,045417	0,046259	0,047300	0,047640	0,051069	0,045255	0,048042	0,050636	0,051674	0,049572	0,047262	0,050489	0,046102	-0,000064	0,000007	-0,000039	-0,000040	0,042137	0,041876	0,041993	0,042080	0,042559	0,042482	0,042022	0,041800	0,042022	0,041863	0,041705
